id,comment,comment_cleaned_w_stopWords,comment_cleaned_w/o_stopWords,corpus_name,gold_labels,predictions
01392-10,"@user ay kevito en serio dejá de creerte el rey de los boludos porque la verdad que me lo estoy creyendo, decís tanta bobada que ya ni ganas de discutir tengo. Es imposible con un varón que tiene el cráneo vacío, entonces para eso la verdad que ni me gasto besis",@user ay kevito en serio dejá de creerte el rey de los boludos porque la verdad que me lo estoy creyendo decís tanta bobada que ya ni ganas de discutir tengo es imposible con un varón que tiene el cráneo vacío entonces para eso la verdad que ni me gasto besis,"@user ay kevito serio dejá creerte rey boludos verdad creyendo, decís tanta bobada ganas discutir tengo. Es imposible varón cráneo vacío, entonces verdad gasto besis",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01392-11,@user claro cielo pero no mates a nadie por favor,@user claro cielo pero no mates a nadie por favor,@user claro cielo mates favor,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01392-12,"@user Lo mismo digo, al fin estamos de acuerdo en algo",@user lo mismo digo al fin estamos de acuerdo en algo,"@user Lo mismo digo, fin acuerdo",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01392-13,@user bueno espero que a usted no le pase nada malo y a nadie sin importar el género,@user bueno espero que a usted no le pase nada malo y a nadie sin importar el género,@user bueno espero usted pase malo importar género,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01392-14,@user Y PARA QUE LOS VES ADEMAS ESTOS COMENTARIOS TIENEN MAS IQ QUE VOS EN 100 AÑOS,@user y para que los ves ademas estos comentarios tienen mas iq que vos en cien años,@user Y PARA QUE LOS VES ADEMAS ESTOS COMENTARIOS TIENEN MAS IQ QUE VOS EN 100 AÑOS,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01392-15,@user JAJAJA HABLO DICE IMBECIL Y NO SE VIO AL ESPEJO,@user jajaja hablo dice imbecil y no se vio al espejo,@user JAJAJA HABLO DICE IMBECIL Y NO SE VIO AL ESPEJO,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01392-16,"@user JAJAJAA ""VACIO COMO TU CEREBRO"" Y LO DICE UNA FEMINAZI POR DIOS",@user jajajaa vacio como tu cerebro y lo dice una feminazi por dios,"@user JAJAJAA ""VACIO COMO TU CEREBRO"" Y LO DICE UNA FEMINAZI POR DIOS",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01392-17,@user OTRA VEZ QUE NO TIENE NADA QUE DECIR Y DICE ESTUPIDECES,@user otra vez que no tiene nada que decir y dice estupideces,@user OTRA VEZ QUE NO TIENE NADA QUE DECIR Y DICE ESTUPIDECES,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
1393,1:32 quien mas se dio cuenta del gay de la isquierda?,ciento treinta y dos quien mas se dio cuenta del gay de la isquierda,1:32 dio cuenta gay isquierda?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01393-1,Ha man,ha man,Ha man,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01394-1,Eri lebiana?,eri lebiana,Eri lebiana?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01394-2,TE PEGAN EN TU CASA QUE SOS TAN IMBECIL?,te pegan en tu casa que sos tan imbecil,TE PEGAN EN TU CASA QUE SOS TAN IMBECIL?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01398-3,"@user calla varón y toma un diccionario, por favor.",@user calla varón y toma un diccionario por favor,"@user calla varón toma diccionario, favor.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01398-4,@user ok para ver si encuentro lojica en lo que dijiste 😂😃😂߾_x2e220003__xc00007fe_,@user ok para ver si encuentro lojica en lo que dijiste ߾xdosedos mil doscientos tresxcsietefe,@user ver encuentro lojica dijiste 😂😃😂߾_x2e220003__xc00007fe_,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01398-5,@user lógica*,@user lógica,@user lógica*,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01398-6,@user exacto,@user exacto,@user exacto,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01398-7,@user OTRA VEZ LA PAGERITA,@user otra vez la pagerita,@user OTRA VEZ LA PAGERITA,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01398-8,@user JAJAJAAJAJAJ POR FAVOR VOS AGARRA UN LIBRO Y LEE QUE SE TE MUEREN LAS NEURONAS,@user jajajaajajaj por favor vos agarra un libro y lee que se te mueren las neuronas,@user JAJAJAAJAJAJ POR FAVOR VOS AGARRA UN LIBRO Y LEE QUE SE TE MUEREN LAS NEURONAS,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01398-9,@user Y COMO NO SABE QUE DECIR CORRIGE IMBECIL,@user y como no sabe que decir corrige imbecil,@user Y COMO NO SABE QUE DECIR CORRIGE IMBECIL,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01399-1,*mujeres locas * el:,mujeres locas el,*mujeres locas * el:,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01399-2,*sonochi no sadame !!!JOJOOOOOOOOO!!!!!,sonochi no sadame jojo,*sonochi sadame !!!JOJOOOOOOOOO!!!!!,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01399-3,Sono chi no sadamee!!! JOOOOOJO!,sono chi no sadamee jojo,Sono chi sadamee!!! JOOOOOJO!,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01399-4,Me alegro de haber visto hasta diamond Is unbreak ( o algo así XD) para entender la referencia XD,me alegro de haber visto hasta diamond is unbreak o algo así para entender la referencia,Me alegro haber visto diamond Is unbreak ( XD) entender referencia XD,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01399-5,@user mira vento oreo/golden wind,@user mira vento oreogolden wind,@user mira vento oreo/golden wind,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01399-6,"@user Gabriel eso estoy haciendo, ya me termine el cap 1",@user gabriel eso estoy haciendo ya me termine el cap uno,"@user Gabriel haciendo, termine cap 1",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01399-7,@user estoy orgullo de ti,@user estoy orgullo de ti,@user orgullo,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01399-8,@user me rio en jojolion,@user me rio en jojolion,@user rio jojolion,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01399-9,YES YES YES,yes yes yes,YES YES YES,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01400-1,ok boomer,ok boomer,boomer,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01400-2,"@user ""Ok Boomer"" Chiste más quemado que el amazonas.",@user ok boomer chiste más quemado que el amazonas,"@user ""Ok Boomer"" Chiste quemado amazonas.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01400-3,@user quién te preguntó,@user quién te preguntó,@user quién preguntó,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01400-4,@user tengo 15 pendeja jaja toda idiota,@user tengo quince pendeja jaja toda idiota,@user 15 pendeja jaja toda idiota,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01400-5,@user CHISTE MAS QUEMADO QUE TU VIDA SOCIAL POR SER FEMINISTA,@user chiste mas quemado que tu vida social por ser feminista,@user CHISTE MAS QUEMADO QUE TU VIDA SOCIAL POR SER FEMINISTA,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01400-6,@user ok zoomer,@user ok zoomer,@user zoomer,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01400-7,@user La estúpida que respondió,@user la estúpida que respondió,@user La estúpida respondió,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01405-01,deja de reflejarte en los comentarios,deja de reflejarte en los comentarios,deja reflejarte comentarios,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01405-04,@user Tenes la foto de un machito,@user tenes la foto de un machito,@user Tenes foto machito,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01405-05,"@user el machito eres tú, el q tengo de foto es un hombre educado y q entiende q no se tiene q estár metiendo con el feminismo, algo q tu, un machito ignorante jamás va a entender.",@user el machito eres tú el q tengo de foto es un hombre educado y q entiende q no se tiene q estár metiendo con el feminismo algo q tu un machito ignorante jamás va a entender,"@user machito tú, foto hombre educado entiende estár metiendo feminismo, tu, machito ignorante jamás va entender.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01405-07,"@user ??? hay límites, periodt 😌",@user hay límites periodt,"@user ??? límites, periodt 😌",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01405-09,@user llamar “machito” a todos los que están en desacuerdo contigo no es un argumento ¿si sabes?,@user llamar “machito a todos los que están en desacuerdo contigo no es un argumento si sabes,@user llamar “machito” desacuerdo contigo argumento ¿si sabes?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01405-11,"@user JAJAJA NO ENTIENDE EL MAN....""Periodt"" diossss como estamos dd sociedad por culpa de personas como tú... 🙄S",@user jajaja no entiende el manperiodt dios como estamos dd sociedad por culpa de personas como tú s,"@user JAJAJA NO ENTIENDE EL MAN....""Periodt"" diossss sociedad culpa personas tú... 🙄S",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01405-13,"@user 
Supuestamente es una palabra inventada en Twitter ya que investigue, y yo no uso tal red social de mierda y toxica como todas las feministas de ahora, que se hacen llamar progresista, y realmente deberian llamarse autistas.","@user 
supuestamente es una palabra inventada en twitter ya que investigue y yo no uso tal red social de mierda y toxica como todas las feministas de ahora que se hacen llamar progresista y realmente deberian llamarse autistas","@user Supuestamente palabra inventada Twitter investigue, uso tal red social mierda toxica todas feministas ahora, hacen llamar progresista, realmente deberian llamarse autistas.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01407-1,si alto asco amigo,si alto asco amigo,alto asco amigo,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
1411,amén,amén,amén,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01412-1,si bro,si bro,bro,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01413-1,mal bro tenes toda la razon,mal bro tenes toda la razon,mal bro tenes toda razon,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01413-2,@user es que es muy feo 🤣,@user es que es muy feo,@user feo 🤣,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01414-1,maaaaaal como no se me habia ocurrido,mal como no se me habia ocurrido,maaaaaal ocurrido,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01414-2,"Yo lo denuncie por ""infringir mis derechos"" xD",yo lo denuncie por infringir mis derechos,"Yo denuncie ""infringir derechos"" xD",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
1416,De repente ya no me siento tan orgulloso de ser chileno,de repente ya no me siento tan orgulloso de ser chileno,De repente siento tan orgulloso ser chileno,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01417-3,@user Conoces una entrevista donde una fenminista gane en argumentos.Pero que no diga estupideces,@user conoces una entrevista donde una fenminista gane en argumentospero que no diga estupideces,@user Conoces entrevista fenminista gane argumentos.Pero diga estupideces,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01417-4,@user OTRA VEZ LA TARADA DICIENDO ESTUPIDECES,@user otra vez la tarada diciendo estupideces,@user OTRA VEZ LA TARADA DICIENDO ESTUPIDECES,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01417-5,@user vos si tenes razon bro la otra feminazi imbecil que apoya al aborto es ella,@user vos si tenes razon bro la otra feminazi imbecil que apoya al aborto es ella,@user vos tenes razon bro feminazi imbecil apoya aborto,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01418-2,@user Y POR QUE SE REFIEREN A TODOS LOS HOMBRES TARADITA,@user y por que se refieren a todos los hombres taradita,@user Y POR QUE SE REFIEREN A TODOS LOS HOMBRES TARADITA,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01418-3,"@user Señor, tómese un té, le va a saltar una vena.",@user señor tómese un té le va a saltar una vena,"@user Señor, tómese té, va saltar vena.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01420-1,Tienes 9 años porque con esa ortografía y creyéndose gato,tienes nueve años porque con esa ortografía y creyéndose gato,Tienes 9 años ortografía creyéndose gato,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01425-1,Calla niño imbécil,calla niño imbécil,Calla niño imbécil,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01425-2,@user ._. Estoy escribiendo sabes?,@user estoy escribiendo sabes,@user ._. Estoy escribiendo sabes?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01425-3,"@user No es un tema para bailar, ridículo. 12 años debes tener.",@user no es un tema para bailar ridículo doce años debes tener,"@user No tema bailar, ridículo. 12 años debes tener.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01425-4,@user Ovio q loc no mams era de broma XD,@user ovio q loc no mams era de broma,@user Ovio loc mams broma XD,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01425-5,@user el violador eres tu :v,@user el violador eres tu v,@user violador :v,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01425-6,@user claro ahora le culpan al otaku no mams,@user claro ahora le culpan al otaku no mams,@user claro ahora culpan otaku mams,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01425-8,@user no culpan al Otaku culpan al virgen ahre bueno de todas formas es lo mismo :v confirmo por experiencia personal xd,@user no culpan al otaku culpan al virgen ahre bueno de todas formas es lo mismo v confirmo por experiencia personal,@user culpan Otaku culpan virgen bueno todas formas mismo :v confirmo experiencia personal xd,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01428-1,Y si se hace.,y si se hace,Y hace.,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01428-2,"En fin, la hipotenusa:v",en fin la hipotenusa,"En fin, hipotenusa:v",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01428-3,No se si lo sabes pero también lo hacen,no se si lo sabes pero también lo hacen,No sabes hacen,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,yes
01429-04,"@user Soy mujer, tarada jajajajaja",@user soy mujer tarada jajajajaja,"@user Soy mujer, tarada jajajajaja",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01429-06,"@user ""Todos los que opinen diferente a mi son 'X'"", clásica falacia ad'hominem de feminazi",@user todos los que opinen diferente a mi son x clásica falacia adhominem de feminazi,"@user ""Todos opinen diferente 'X'"", clásica falacia ad'hominem feminazi",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01429-09,@user PUEDO VER COMENTARIOS DE ESTE VIDEO DE FEMINAZIS SIN QUE APAREZCAS VOS EN LAS RESPUESTAS?,@user puedo ver comentarios de este video de feminazis sin que aparezcas vos en las respuestas,@user PUEDO VER COMENTARIOS DE ESTE VIDEO DE FEMINAZIS SIN QUE APAREZCAS VOS EN LAS RESPUESTAS?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01429-10,"@user No, porque hay tantos comentarios de boludos que no puedo resistirme.",@user no porque hay tantos comentarios de boludos que no puedo resistirme,"@user No, tantos comentarios boludos puedo resistirme.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01429-11,@user como los tuyos XD,@user como los tuyos,@user XD,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01431-2,@user es broma amiga no me gusta la gente machista pero tampoco las feminazis,@user es broma amiga no me gusta la gente machista pero tampoco las feminazis,@user broma amiga gusta gente machista tampoco feminazis,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01431-3,@user nadie te preguntó,@user nadie te preguntó,@user preguntó,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01431-5,@user Que argumento tan pobre jajaja,@user que argumento tan pobre jajaja,@user Que argumento tan pobre jajaja,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01431-6,@user nadie pidió tu opinión calmate y vete a llorar al parque,@user nadie pidió tu opinión calmate y vete a llorar al parque,@user pidió opinión calmate vete llorar parque,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01431-7,"@user gracias amigo
Que dios te bendiga","@user gracias amigo
que dios te bendiga",@user gracias amigo Que dios bendiga,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01431-8,"@user gracias fíjate con un argumento tan pobre e echo que comenten 4 personas con diferentes pensamientos

Edit incluida tu","@user gracias fíjate con un argumento tan pobre e echo que comenten cuatro personas con diferentes pensamientos

edit incluida tu",@user gracias fíjate argumento tan pobre echo comenten 4 personas diferentes pensamientos Edit incluida,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01432-1,JAJAJAJAJA,jajajajaja,JAJAJAJAJA,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-01,JAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJA AY CONTAME OTRO CHISTE,jajajajajajajajajajajajajajjajajajajajajajajaja ay contame otro chiste,JAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJA AY CONTAME OTRO CHISTE,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-02,@user entonces no entiendo sos feminazi o no?,@user entonces no entiendo sos feminazi o no,@user entonces entiendo sos feminazi no?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-03,@user Te dije que me cuentes otro chiste 🙄,@user te dije que me cuentes otro chiste,@user Te dije cuentes chiste 🙄,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-12,"@user El feminismo es otro tema, los coches y el maquillaje NO TIENEN sexo, ambos pueden opinar. Así que ya, deja tus comparaciones sin sentido, no puedes opinar del feminismo, entiendelo. 🤡",@user el feminismo es otro tema los coches y el maquillaje no tienen sexo ambos pueden opinar así que ya deja tus comparaciones sin sentido no puedes opinar del feminismo entiendelo,"@user El feminismo tema, coches maquillaje NO TIENEN sexo, ambos pueden opinar. Así ya, deja comparaciones sentido, puedes opinar feminismo, entiendelo. 🤡",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-25,"@user Si te importa más un edificio que una vida humana, estás mal.",@user si te importa más un edificio que una vida humana estás mal,"@user Si importa edificio vida humana, mal.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-31,y si leíste el otro mensaje que puse ami no me aparece así que lo escribí de nuevo,y si leíste el otro mensaje que puse ami no me aparece así que lo escribí de nuevo,leíste mensaje puse ami aparece escribí nuevo,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-32,@user Tienes razon bro no le hagas caso a la pajerita esta de la feminazi,@user tienes razon bro no le hagas caso a la pajerita esta de la feminazi,@user Tienes razon bro hagas caso pajerita feminazi,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-33,@user CAGATE MINA CAGATE SI SOS TAN IMBECIL,@user cagate mina cagate si sos tan imbecil,@user CAGATE MINA CAGATE SI SOS TAN IMBECIL,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-37,"@user mira yo te cuento un chiste 
-sabes en que se parece una mujer y un horno
-en que hay que esperar a que se caliente para meter la carne 
Xddd","@user mira yo te cuento un chiste 
sabes en que se parece una mujer y un horno
en que hay que esperar a que se caliente para meter la carne 
xd",@user mira cuento chiste -sabes parece mujer horno -en esperar caliente meter carne Xddd,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-38,@user tenés toda la razón y felicitaciones por si tener cerebro,@user tenés toda la razón y felicitaciones por si tener cerebro,@user tenés toda razón felicitaciones tener cerebro,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-39,@user jaja gracias bro,@user jaja gracias bro,@user jaja gracias bro,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-40,@user admito que le pateaste el culo a esa feminazi bien ahi,@user admito que le pateaste el culo a esa feminazi bien ahi,@user admito pateaste culo feminazi bien,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-42,@user deecho hay muchas mujeres que maltratan física y psicológicamente ustedes no son ángeles,@user deecho hay muchas mujeres que maltratan física y psicológicamente ustedes no son ángeles,@user deecho muchas mujeres maltratan física psicológicamente ustedes ángeles,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-43,@user eso es obvio,@user eso es obvio,@user obvio,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01434-44,El siguiente que comente algo mas es fan de yolo 😎😎怀,el siguiente que comente algo mas es fan de yolo,El siguiente comente fan yolo 😎😎怀,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01437-05,@user Te has dado cuenta de que soy mujer? -_-,@user te has dado cuenta de que soy mujer,@user Te dado cuenta mujer? -_-,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01437-06,Onvres siendo onvres.,onvres siendo onvres,Onvres siendo onvres.,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01437-07,"@user se suponía que le contesté a el chico de el comentario, perdona si me equivoque",@user se suponía que le contesté a el chico de el comentario perdona si me equivoque,"@user suponía contesté chico comentario, perdona equivoque",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01437-08,@user Ah entonces sorry,@user ah entonces sorry,@user Ah entonces sorry,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01437-09,"Tu mismo lo has dicho DERECHOS HUMANOS, una caja de zapato no es un humano",tu mismo lo has dicho derechos humanos una caja de zapato no es un humano,"Tu mismo dicho DERECHOS HUMANOS, caja zapato humano",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,yes
01438-2,@user yo solo he dicho lo que pienso,@user yo solo he dicho lo que pienso,@user solo dicho pienso,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01438-3,@user como eres tan estupida para entenderlo para nada sabes del tema,@user como eres tan estupida para entenderlo para nada sabes del tema,@user tan estupida entenderlo sabes tema,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01439-03,@user Los violadores no son psicópatas,@user los violadores no son psicópatas,@user Los violadores psicópatas,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01439-06,"@user A LAS MUJERES EN ESPECIAL, FIN",@user a las mujeres en especial fin,"@user A LAS MUJERES EN ESPECIAL, FIN",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01439-07,@user No,@user no,@user No,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01439-09,@user a bueno pues que son autitas,@user a bueno pues que son autitas,@user bueno pues autitas,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01439-10,tú tenes caca en la cabeza cierto?,tú tenes caca en la cabeza cierto,tenes caca cabeza cierto?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01439-15,@user un hombre quiere hablarme de feminismo 😱😱 a casa pete_x2e22176c__xa00007fe_,@user un hombre quiere hablarme de feminismo a casa petexdoseveintidós mil ciento setenta y seiscxasietefe,@user hombre quiere hablarme feminismo 😱😱 casa pete_x2e22176c__xa00007fe_,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01439-16,chabon vos tenes mierda en la cabeza no?,chabon vos tenes mierda en la cabeza no,chabon vos tenes mierda cabeza no?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01439-17,"Dios, tanto te cuesta entender una frase?",dios tanto te cuesta entender una frase,"Dios, cuesta entender frase?",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01439-18,@user con mucho respeto todos tenemos derecho ha opinar gracias,@user con mucho respeto todos tenemos derecho ha opinar gracias,@user respeto derecho opinar gracias,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01441-1,🤣🤣🤣🤣🤣 deberías ser comediante Jashiro 🤣🤣🤪e bendi,deberías ser comediante jashiro e bendi,🤣🤣🤣🤣🤣 deberías ser comediante Jashiro 🤣🤣🤪e bendi,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01441-2,@user en mi vida jamás he dicho algo que cause gracia pero en verdad me causo gracia esta recomendación tan mala de YouTube a mi canal siendo que no es algo que busco o veo en mis noticias,@user en mi vida jamás he dicho algo que cause gracia pero en verdad me causo gracia esta recomendación tan mala de youtube a mi canal siendo que no es algo que busco o veo en mis noticias,@user vida jamás dicho cause gracia verdad causo gracia recomendación tan mala YouTube canal siendo busco veo noticias,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01446-1,La boludes son tipos de personas como tú. Por culpa tuya el Shampoo trae instrucciones...,la boludes son tipos de personas como tú por culpa tuya el shampoo trae instrucciones,La boludes tipos personas tú. Por culpa Shampoo trae instrucciones...,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,yes
01447-1,a nadie le importa realmente,a nadie le importa realmente,importa realmente,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01447-2,@user tu vida??? si desde que le arruinaste la vida a tus padres,@user tu vida si desde que le arruinaste la vida a tus padres,@user vida??? arruinaste vida padres,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01447-3,@user no reflejes TU vida en los comentarios 😳@,@user no reflejes tu vida en los comentarios @,@user reflejes TU vida comentarios 😳@,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01447-4,"@user el espejo que te mira y te refleja lo dice todo
Ve a dar pena a otro estupida pareces","@user el espejo que te mira y te refleja lo dice todo
ve a dar pena a otro estupida pareces",@user espejo mira refleja dice Ve dar pena estupida pareces,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01447-5,@user lo que se refiere es que se te cayó el dato,@user lo que se refiere es que se te cayó el dato,@user refiere cayó dato,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01447-6,@user arruinaste el chiste,@user arruinaste el chiste,@user arruinaste chiste,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
1449,Yo vine por el resumen de luis del 2020 de antman jejeje 😁,yo vine por el resumen de luis del dos mil veinte de antman jejeje,Yo vine resumen luis 2020 antman jejeje 😁,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
1453,Onvres siento onvres:,onvres siento onvres,Onvres siento onvres:,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01453-03,"@user cállate cajero alcohólico, no ves que nadie te pregunto?",@user cállate cajero alcohólico no ves que nadie te pregunto,"@user cállate cajero alcohólico, ves pregunto?",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01453-04,@user muy bien mi pana pero nadie te pregunto,@user muy bien mi pana pero nadie te pregunto,@user bien pana pregunto,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01453-05,Wow tremendo argumento que has dicho,wow tremendo argumento que has dicho,Wow tremendo argumento dicho,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01453-06,@user nadie te pidió que nacieras,@user nadie te pidió que nacieras,@user pidió nacieras,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01453-07,"@user ojala, che mundo de mierdA",@user ojala che mundo de mierda,"@user ojala, che mundo mierdA",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01453-08,"@user no voy a dar argumentos a personas que creen que ""feminista"" es un insulto uwu.",@user no voy a dar argumentos a personas que creen que feminista es un insulto,"@user voy dar argumentos personas creen ""feminista"" insulto uwu.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
